Index,Producer,Wine Name,Year,Price,Size (ml),Score,Link
1930,BELLE PENTE,Pinot Noir Dundee Hills Murto Vineyard,2016,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245292
1931,BELLE PENTE,Pinot Noir Willamette Valley Belle Pente Vineyard,2002,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/155970
1932,BELLE PENTE,Pinot Noir Willamette Valley Murto Vineyard,2004,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/211525
1933,BELLE PENTE,Pinot Noir Yamhill-Carlton Estate Reserve,2016,59.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245293
1934,BELLE VALLÉE,Pinot Noir Willamette Valley,2005,22.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/220257
1935,BELLE VALLÉE,Pinot Noir Willamette Valley Grande Cuvée,2005,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/219790
1936,BERGSTRÖM,Chardonnay Willamette Valley Old Stones,2017,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239922
1937,BERGSTRÖM,Chardonnay Willamette Valley Old Stones,2011,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/351700
1938,BERGSTRÖM,Chardonnay Willamette Valley Old Stones,2010,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/333748
1939,BERGSTRÖM,Chardonnay Willamette Valley Old Stones,2009,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/289641
1940,BERGSTRÖM,Chardonnay Willamette Valley Sigrid,2016,100.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/459113
1941,BERGSTRÖM,Pinot Noir Chehalem Mountains De Lancellotti Vineyard,2011,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/351439
1942,BERGSTRÖM,Pinot Noir Chehalem Mountains De Lancellotti Vineyard,2006,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/242454
1943,BERGSTRÖM,Pinot Noir Chehalem Mountains De Lancellotti Vineyards,2010,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/335246
1944,BERGSTRÖM,Pinot Noir Chehalem Mountains Silice,2017,80.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239929
1945,BERGSTRÖM,Pinot Noir Chehalem Mountains Silice,2014,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425576
1946,BERGSTRÖM,Pinot Noir Chehalem Mountains Winery Block,2010,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/331828
1947,BERGSTRÖM,Pinot Noir Chehalem Mountains Winery Block,2007,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/272673
1948,BERGSTRÖM,Pinot Noir Dundee Hills Bergström Vineyard,2011,80.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/351440
1949,BERGSTRÖM,Pinot Noir Dundee Hills Bergström Vineyard,2009,78.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/310826
1950,BERGSTRÖM,Pinot Noir Dundee Hills Bergström Vineyard,2007,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/267766
1951,BERGSTRÖM,Pinot Noir Dundee Hills Nysa Vineyard,2007,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/272330
1952,BERGSTRÖM,Pinot Noir Dundee Hills Nysa Vineyard,2005,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/220258
1953,BERGSTRÖM,Pinot Noir Eola-Amity Hills Croft Vineyard,2012,70.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380247
1954,BERGSTRÖM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2012,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380248
1955,BERGSTRÖM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2010,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/331830
1956,BERGSTRÖM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2009,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/303234
1957,BERGSTRÖM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2008,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/284462
1958,BERGSTRÖM,Pinot Noir Ribbon Ridge Le Pré Du Col Vineyard,2010,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/331831
1959,BERGSTRÖM,Pinot Noir Willamette Valley,2001,18.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/126997
1960,BERGSTRÖM,Pinot Noir Willamette Valley,1999,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/108050
1961,BERGSTRÖM,Pinot Noir Willamette Valley Croft Vineyard,2014,70.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425577
1962,BERGSTRÖM,Pinot Noir Willamette Valley Cumberland Reserve,2017,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239925
1963,BERGSTRÖM,Pinot Noir Willamette Valley Cumberland Reserve,2016,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/458291
1964,BERGSTRÖM,Pinot Noir Willamette Valley Cumberland Reserve,2006,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/242455
1965,BERGSTRÖM,Pinot Noir Willamette Valley Cumberland Reserve,2004,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/205190
1966,BERGSTRÖM,Pinot Noir Willamette Valley Old Stones,2009,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/303235
1967,BERGSTRÖM,Pinot Noir Yamhill-Carlton District Gregory Ranch,2017,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239926
1968,BERGSTRÖM,Pinot Noir Yamhill-Carlton District Gregory Ranch,2016,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/458669
1969,BERGSTRÖM,Pinot Noir Yamhill-Carlton District Gregory Ranch,2012,57.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380249
1970,BERGSTRÖM,Pinot Noir Yamhill-Carlton District Shea Vineyard,2009,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/303236
1971,BERGSTRÖM,Pinot Noir Yamhill-Carlton Shea Vineyard,2018,70.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1261200
1972,BERGSTRÖM,Sigrid Willamette Valley,2007,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/267178
1973,BERGSTRÖM,Sigrid Willamette Valley,2006,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251188
1974,BETHEL HEIGHTS,Chardonnay Willamette Valley Reserve,1992,15.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/2482
1975,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills,2018,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1248577
1976,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Casteel,2016,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/462307
1977,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Casteel Reserve,2006,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251189
1978,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Estate,2017,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234898
1979,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Estate,2015,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/451187
1980,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Jessie James Vineyard,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251190
1981,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Justice Vineyard,2016,56.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463715
1982,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Justice Vineyard,2015,56.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/446688
1983,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Justice Vineyard,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251191
1984,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Seven Springs Vineyard,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251192
1985,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Southeast Block,2016,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/462308
1986,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Southeast Block,2008,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/291191
1987,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills West Block,2014,56.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/438378
1988,BETHEL HEIGHTS,Pinot Noir Willamette Valley Casteel Reserve,2003,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/164382
1989,BETHEL HEIGHTS,Pinot Noir Willamette Valley Casteel Reserve,2002,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/150725
1990,BETHEL HEIGHTS,Pinot Noir Willamette Valley Flat Block Reserve,2005,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/223951
1991,BETHEL HEIGHTS,Pinot Noir Willamette Valley Freedom Hill Vineyard,2004,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/207542
1992,BETHEL HEIGHTS,Pinot Noir Willamette Valley Seven SpringsVineyard,2003,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/164383
1993,BETHEL HEIGHTS,Pinot Noir Willamette Valley Southeast Block Reserve,1999,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/102371
1994,BETHEL HEIGHTS,Pinot Noir Willamette Valley Southeast Block Reserve,1998,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/86139
1995,BETHEL HEIGHTS,Pinot Noir Willamette Valley West Block Reserve,2005,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/223952
1996,BETHEL HEIGHTS,Pinot Noir Willamette Valley West Block Reserve,2000,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/108954
1997,BIG TABLE FARM,Chardonnay Willamette Valley,2013,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/397863
1998,BIG TABLE FARM,Chardonnay Willamette Valley,2011,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/345344
1999,BIG TABLE FARM,Chardonnay Willamette Valley The Wild Bee,2018,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260742
2000,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Cattrall Brothers Vineyard,2017,62.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1242801
2001,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Cattrall Brothers Vineyard,2016,62.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/461778
2002,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,2015,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/438373
2003,BIG TABLE FARM,Pinot Noir Willamette Valley,2017,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1235416
2004,BIG TABLE FARM,Pinot Noir Willamette Valley,2014,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416036
2005,BIG TABLE FARM,Pinot Noir Willamette Valley Wirtz Vineyard,2014,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425578
2006,BIG TABLE FARM,Pinot Noir Yamhill-Carlton District,2015,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/446751
2007,BIGGIO HAMINA,Pinot Noir Eola-Amity Hills Zenith Vineyard,2008,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/285042
2008,BIGGIO HAMINA,Pinot Noir Yamhill-Carlton District Deux Vert Vineyard,2008,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/291192
2009,BIGGIO HAMINA,XVII Deux Vert Vineyard Yamhill-Carlton District,2009,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379870
2010,BJÖRNSON,Pinot Noir Eola-Amity Hills,2014,29.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427257
2011,BJÖRNSON,Pinot Noir Eola-Amity Hills,2012,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/390323
2012,BJÖRNSON,Pinot Noir Eola-Amity Hills Estate,2018,29.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1247728
2013,BLACKCAP,Pinot Noir Willamette Valley,2010,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/363853
2014,BOEDECKER,Pinot Noir Dundee Hills Stoller Vineyard,2013,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425579
2015,BOEDECKER,Pinot Noir Willamette Valley,2014,22.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425580
2016,BOEDECKER,Pinot Noir Willamette Valley Anderson Family Vineyard,2006,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/260039
2017,BOEDECKER,Pinot Noir Willamette Valley Athena,2014,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/444159
2018,BOEDECKER,Pinot Noir Willamette Valley Athena,2008,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/295681
2019,BOEDECKER,Pinot Noir Willamette Valley Cherry Grove,2012,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379871
2020,BOEDECKER,Pinot Noir Willamette Valley Cherry Grove Vineyard,2013,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425581
2021,BOEDECKER,Pinot Noir Willamette Valley Cherry Grove Vineyard,2010,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/356181
2022,BOEDECKER,Pinot Noir Willamette Valley Cherry Grove Vineyard,2009,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/326653
2023,BOEDECKER,Pinot Noir Willamette Valley Cherry Grove Vineyard,2008,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/295682
2024,BOEDECKER,Pinot Noir Willamette Valley Cherry Grove Vineyard,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/267773
2025,BOEDECKER,Pinot Noir Willamette Valley Stewart,2015,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/462310
2026,BOEDECKER,Pinot Noir Willamette Valley Stewart,2011,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/374726
2027,BOEDECKER,Pinot Noir Willamette Valley Stewart,2010,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/349735
2028,BOEDECKER,Pinot Noir Willamette Valley Stewart,2005,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/243329
2029,BOEDECKER,Pinot Noir Yamhill-Carlton District Carlton Hill Vineyard,2012,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379872
2030,BOEDECKER,Pinot Noir Yamhill-Carlton District Carlton Hill Vineyard,2008,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/291991
2031,BOEDECKER,Pinot Noir Yamhill-Carlton District Shea Vineyard,2015,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/854946
2032,BRICK HOUSE,Chardonnay Ribbon Ridge,2008,24.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290878
2033,BRICK HOUSE,Chardonnay Ribbon Ridge Cascadia,2012,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379843
2034,BRICK HOUSE,Chardonnay Ribbon Ridge Cascadia,2011,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/356182
2035,BRICK HOUSE,Chardonnay Ribbon Ridge Cascadia,2010,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/326654
2036,BRICK HOUSE,Chardonnay Ribbon Ridge Cascadia,2009,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/303720
2037,BRICK HOUSE,Pinot Noir Ribbon Ridge Boulder Block,2009,44.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/300976
2038,BRICK HOUSE,Pinot Noir Ribbon Ridge Boulder Block,2006,46.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/236308
2039,BRICK HOUSE,Pinot Noir Ribbon Ridge Les Dijonnais,2014,52.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425582
2040,BRICK HOUSE,Pinot Noir Ribbon Ridge Les Dijonnais,2008,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/291193
2041,BRICK HOUSE,Pinot Noir Ribbon Ridge Les Dijonnais,2007,39.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/267179
2042,BRICK HOUSE,Pinot Noir Ribbon Ridge Select,2018,24.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269920
2043,BRICK HOUSE,Pinot Noir Ribbon Ridge Select,2016,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463418
2044,BRICK HOUSE,Pinot Noir Ribbon Ridge Select,2013,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405118
2045,BRICK HOUSE,Pinot Noir Willamette Valley,1994,22.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/40245
