Index,Title,Producer,Region,AVA,Year,Rating,Price,Review,Links
7465,Merrill Cellars 2012 Reserve Syrah (Oregon),Merrill Cellars,OREGON OTHER,Oregon,2012,85,29,"The mouthfeel is flat and the flavors generic, despite the reserve designation. ...",https://www.winemag.com/buying-guide/merrill-cellars-2012-reserve-shiraz-syrah-syrah-other/
7466,Merrill Cellars 2012 Merrill-Monserrat Tempranillo (Oregon),Merrill Cellars,OREGON OTHER,Oregon,2012,85,29,"Intended as a take on Rioja, this is noticeably volatile, dusty and ...",https://www.winemag.com/buying-guide/merrill-cellars-2012-monserrat-tempranillo-other/
7467,Merrill Cellars 2012 Merrilltage Red (Oregon),Merrill Cellars,OREGON OTHER,Oregon,2012,84,29,Scents of raisins and prunes suggest fruit that was past optimal ripeness. ...,https://www.winemag.com/buying-guide/merrill-cellars-2012-merrilltage-red-other/
7468,Merrill Cellars 2012 Cotes du Rogue G-S-M (Oregon),Merrill Cellars,OREGON OTHER,Oregon,2012,83,29,"This GSM blend is soft and muted. It falls flat, with dull ...",https://www.winemag.com/buying-guide/merrill-cellars-2012-cotes-rogue-rhone-style-red-blend-g-s-m-other/
7469,Beresan 2009 Cabernet Sauvignon (Walla Walla Valley (OR)),Beresan,OREGON OTHER,Walla Walla Valley,2009,92,29,"Sourced from estate vineyards, this is aged in a mix of new ...",https://www.winemag.com/buying-guide/beresan-2009-cabernet-sauvignon-other-walla-walla-valley-or/
7470,Beresan 2009 Malbec (Walla Walla Valley (OR)),Beresan,OREGON OTHER,Walla Walla Valley,2009,91,29,"As with all Beresan reds, this tilts sharply in the direction of ...",https://www.winemag.com/buying-guide/beresan-2009-malbec-other-walla-walla-valley-or/
7471,Beresan 2009 Stone River Red (Walla Walla Valley (OR)),Beresan,OREGON OTHER,Walla Walla Valley,2009,91,29,"This blend of Cabernet Sauvignon, Syrah, Merlot and Cabernet Franc ties together ...",https://www.winemag.com/buying-guide/beresan-2009-stone-river-red-other-walla-walla-valley-or/
7472,Beresan 2008 Cabernet Franc (Walla Walla Valley (OR)),Beresan,OREGON OTHER,Walla Walla Valley,2008,90,29,"Sourced from the estate Waliser vineyard, this pure varietal wine, recently released ...",https://www.winemag.com/buying-guide/beresan-2008-cabernet-franc-other-walla-walla-valley-or/
7473,Beresan 2012 Carmenère (Walla Walla Valley (OR)),Beresan,OREGON OTHER,Walla Walla Valley,2012,89,29,"Beresan made no Carmenère in 2011, and this new vintage is the ...",https://www.winemag.com/buying-guide/beresan-2012-carmenere-other-walla-walla-valley-or/
7474,Chehalem 2013 Corral Creek Vineyards Riesling (Chehalem Mountains),Chehalem,WILLAMETTE VALLEY,Chehalem Mountains,2013,88,29,"Though generally done in a dry style, the Corral Creek is rarely ...",https://www.winemag.com/buying-guide/chehalem-2013-corral-creek-vineyards-riesling-willamette-valley-chehalem-mountains/
7475,Chehalem 2012 Ridgecrest Vineyards Pinot Gris (Ribbon Ridge),Chehalem,WILLAMETTE VALLEY,Ribbon Ridge,2012,87,29,"Bone-dry and high in alcohol, this wine somewhat cloaks the heat in ...",https://www.winemag.com/buying-guide/chehalem-2012-ridgecrest-pinot-grigio-gris-gris-willamette-valley-ribbon-ridge/
7476,Troon 2012 Estate Zinfandel (Applegate Valley),Troon,SOUTHERN OREGON,Applegate Valley,2012,88,29,"This expressive wine has notes of vanilla, whiskey barrel and dried red ...",https://www.winemag.com/buying-guide/troon-2012-estate-zinfandel-southern-applegate-valley/
7477,Irvine Family Vineyards 2012 Ashland Chardonnay (Oregon),Irvine Family Vineyards,OREGON OTHER,Oregon,2012,87,29,A whiff of volatility distracts a bit from an otherwise enjoyable wine ...,https://www.winemag.com/buying-guide/irvine-family-2012-ashland-chardonnay-other/
7478,Reustle 2012 Timnah Bloc Tempranillo (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2012,85,29,"Moderately aromatic, this offers notes of pepper, spice and plum along with ...",https://www.winemag.com/buying-guide/reustle-2012-timnah-bloc-tempranillo-southern-umpqua-valley/
7479,Elkhorn Ridge 2011 Le Terre Foss Pinot Noir (Willamette Valley),Elkhorn Ridge,WILLAMETTE VALLEY,Willamette Valley,2011,87,29,"Possessing intensely floral aromatics, this distinctive wine also pulls in Asian spices, ...",https://www.winemag.com/buying-guide/elkhorn-ridge-2011-le-terre-foss-pinot-noir-willamette-valley/
7480,Elkhorn Ridge 2011 777 Pinot Noir (Willamette Valley),Elkhorn Ridge,WILLAMETTE VALLEY,Willamette Valley,2011,85,29,"Floral aromas and flavors mingle in a sweet, slightly soapy midpalate. The ...",https://www.winemag.com/buying-guide/elkhorn-ridge-2011-777-pinot-noir-willamette-valley/
7481,Brick House 2012 Year of the Dragon Gamay Noir (Ribbon Ridge),Brick House,WILLAMETTE VALLEY,Ribbon Ridge,2012,90,29,"This is one of Oregon's most unique wines, and one that rises ...",https://www.winemag.com/buying-guide/brick-house-2012-year-dragon-gamay-noir-willamette-valley-ribbon-ridge/
7482,Elk Cove 2012 Pinot Noir (Willamette Valley),Elk Cove,WILLAMETTE VALLEY,Willamette Valley,2012,89,29,This is a fine introduction to an outstanding Oregon Pinot Noir vintage. ...,https://www.winemag.com/buying-guide/elk-cove-2012-pinot-noir-willamette-valley/
7483,Terrapin Cellars 2012 Sophie's Reserve Pinot Noir (Eola-Amity Hills),Terrapin Cellars,WILLAMETTE VALLEY,Eola-Amity Hills,2012,88,29,"This limited release reserve saw 25% new French oak, putting a toasty ...",https://www.winemag.com/buying-guide/terrapin-cellars-2012-sophies-reserve-pinot-noir-willamette-valley-eola-amity-hills/
7484,Chehalem 2012 Stoller Vineyards Pinot Blanc (Dundee Hills),Chehalem,WILLAMETTE VALLEY,Dundee Hills,2012,92,29,"A marvelous Pinot Blanc, this combines aromatic hints of almond with mixed ...",https://www.winemag.com/buying-guide/chehalem-2012-stoller-pinot-blanc-willamette-valley-dundee-hills/
7485,Chehalem 2012 Ridegcrest Vineyards Wind Ridge Block Riesling (Ribbon Ridge),Chehalem,WILLAMETTE VALLEY,Ribbon Ridge,2012,91,29,"This block selection shows a delicate, elegant touch in this vintage, opening ...",https://www.winemag.com/buying-guide/chehalem-2012-ridegcrest-wind-ridge-block-riesling-willamette-valley-ribbon-ridge/
7486,Chehalem 2012 Corral Creek Vineyards Riesling (Chehalem Mountains),Chehalem,WILLAMETTE VALLEY,Chehalem Mountains,2012,91,29,"Chehalem makes four different Rieslings, and this is often the best of ...",https://www.winemag.com/buying-guide/chehalem-2012-corral-creek-vineyards-riesling-willamette-valley-chehalem-mountains/
7487,Chehalem 2011 Three Vineyard Pinot Noir (Willamette Valley),Chehalem,WILLAMETTE VALLEY,Willamette Valley,2011,89,29,"Pungent and assertively herbal, this blend of Chehalem's three estate vineyards has ...",https://www.winemag.com/buying-guide/chehalem-2011-three-vineyard-pinot-noir-willamette-valley/
7488,Cherry Hill 2011 Estate Pinot Noir (Eola-Amity Hills),Cherry Hill,WILLAMETTE VALLEY,Eola-Amity Hills,2011,88,29,"Tart and fruity, with young fruit flavors of spiced cranberry and sappy ...",https://www.winemag.com/buying-guide/cherry-hill-2011-estate-pinot-noir-willamette-valley-eola-amity-hills/
7489,Benton-Lane 2011 Estate Grown Pinot Noir (Willamette Valley),Benton-Lane,WILLAMETTE VALLEY,Willamette Valley,2011,87,29,"Tart and earthy, this unusual Pinot does not lack for flavor interest. ...",https://www.winemag.com/buying-guide/benton-lane-2011-estate-grown-pinot-noir-willamette-valley/
7490,Benton-Lane 2011 Chardonnay (Willamette Valley),Benton-Lane,WILLAMETTE VALLEY,Willamette Valley,2011,86,29,"This limited-production Chardonnay has the scents and flavors of just-baked, well-buttered biscuits. ...",https://www.winemag.com/buying-guide/benton-lane-2011-chardonnay-willamette-valley/
7491,Spangler 2010 Syrah (Southern Oregon),Spangler,SOUTHERN OREGON,Southern Oregon,2010,83,29,"The notes of orange peel, white pepper and seaweed come off as ...",https://www.winemag.com/buying-guide/spangler-2010-shiraz-syrah-syrah-southern/
7492,Merrill Cellars 2010 Viognier (Oregon),Merrill Cellars,OREGON OTHER,Oregon,2010,87,29,"In contrast to the Artist Series Viognier, this is made entirely in ...",https://www.winemag.com/buying-guide/merrill-cellars-2010-viognier-other/
7493,Merrill Cellars 2010 Reserve Syrah (Oregon),Merrill Cellars,OREGON OTHER,Oregon,2010,87,29,"Already aging quickly, this very ripe wine leans into the raisin and ...",https://www.winemag.com/buying-guide/merrill-cellars-2010-reserve-shiraz-syrah-syrah-other/
7494,Eola Hills 2009 La Creole Reserve Pinot Noir (Oregon),Eola Hills,OREGON OTHER,Oregon,2009,86,29,"A strong herbal scent kicks things off, with a whiff of volatility. ...",https://www.winemag.com/buying-guide/eola-hills-2009-creole-reserve-pinot-noir-other/
7495,Siduri 2010 Pinot Noir (Chehalem Mountains),Siduri,WILLAMETTE VALLEY,Chehalem Mountains,2010,92,29,"There is a racy, spicy, biting edge to this young Pinot that ...",https://www.winemag.com/buying-guide/siduri-2010-pinot-noir-willamette-valley-chehalem-mountains/
7496,Dobbes Family Estate 2009 Grand Assemblage Pinot Noir (Willamette Valley),Dobbes Family Estate,WILLAMETTE VALLEY,Willamette Valley,2009,88,29,"At first herbal, tart and steely, this Pinot does appear to have ...",https://www.winemag.com/buying-guide/dobbes-family-estate-2009-grand-assemblage-pinot-noir-willamette-valley/
7497,Devorah Creek 2010 Pinot Noir (Oregon),Devorah Creek,OREGON OTHER,Oregon,2010,85,29,"Light and tart, this simple and fruity style has hard candy flavors ...",https://www.winemag.com/buying-guide/devorah-creek-2010-pinot-noir-other/
7498,King Estate 2009 Signature Collection Pinot Noir (Oregon),King Estate,OREGON OTHER,Oregon,2009,85,29,Judi Sorensen Flom,https://www.winemag.com/buying-guide/king-estate-2009-signature-collection-pinot-noir-other/
7499,Patit Creek Cellars 2007 Cabernet Sauvignon (Walla Walla Valley (OR)),Patit Creek Cellars,OREGON OTHER,Walla Walla Valley,2007,87,29,Fruit from Seven Hills and Spofford Station provides the solid frame of ...,https://www.winemag.com/buying-guide/patit-creek-cellars-2007-cabernet-sauvignon-other-walla-walla-valley-or/
7500,Winter's Hill 2006 Pinot Noir (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2006,88,29,"The aromas that greet you from the glass bring flowers, cherries, hints ...",https://www.winemag.com/buying-guide/winters-hill-2006-pinot-noir-willamette-valley-dundee-hills/
7501,The Eyrie Vineyards 2007 Pinot Noir (Dundee Hills),The Eyrie Vineyards,WILLAMETTE VALLEY,Dundee Hills,2007,90,29,"Classic Eyrie, European styling, and perfectly suited to this rather lean vintage. ...",https://www.winemag.com/buying-guide/eyrie-2007-pinot-noir-willamette-valley-dundee-hills/
7502,Torii Mor 2007 Oregon Pinot Noir (Oregon),Torii Mor,OREGON OTHER,Oregon,2007,88,29,"Soft, supple and elegant with smoke, dried red berries and earth the ...",https://www.winemag.com/buying-guide/torii-mor-2007-oregon-pinot-noir-other/
7503,Elk Cove 2007 Pinot Noir (Willamette Valley),Elk Cove,WILLAMETTE VALLEY,Willamette Valley,2007,87,29,Carries more meat and muscle than many Willamette Valley bottlings. Stiff and ...,https://www.winemag.com/buying-guide/elk-cove-2007-pinot-noir-willamette-valley/
7504,Cubanisimo Vineyards 2006 Estate Pinot Noir (Willamette Valley),Cubanisimo Vineyards,WILLAMETTE VALLEY,Willamette Valley,2006,81,29,"Starts like sweet strawberry candy, quickly turns plastic, dilute, with an unpleasant, ...",https://www.winemag.com/buying-guide/cubanisimo-2006-estate-pinot-noir-willamette-valley/
7505,Kason 2006 Old Vine Reserve Pinot Noir (Willamette Valley),Kason,WILLAMETTE VALLEY,Willamette Valley,2006,88,29,"Given 22 months in new French oak, this reserve Pinot Noir still ...",https://www.winemag.com/buying-guide/kason-2006-old-vine-reserve-pinot-noir-willamette-valley/
7506,Cherry Hill 2006 Estate Pinot Noir (Willamette Valley),Cherry Hill,WILLAMETTE VALLEY,Willamette Valley,2006,86,29,"The 2006 has the same pungency as the 2005, an assertive combination ...",https://www.winemag.com/buying-guide/cherry-hill-2006-estate-pinot-noir-willamette-valley/
7507,Elk Cove 2006 Pinot Noir (Willamette Valley),Elk Cove,WILLAMETTE VALLEY,Willamette Valley,2006,90,29,"This opens right up into a lovely, expressive nose laden with cherry ...",https://www.winemag.com/buying-guide/elk-cove-2006-pinot-noir-willamette-valley/
7508,Torii Mor 2006 Pinot Noir (Oregon),Torii Mor,OREGON OTHER,Oregon,2006,88,29,"The black label Torii Mor Pinot is the entry-level wine, clean and ...",https://www.winemag.com/buying-guide/torii-mor-2006-pinot-noir-other/
7509,King Estate 2006 Signature Collection Pinot Noir (Oregon),King Estate,OREGON OTHER,Oregon,2006,88,29,"This widely available Oregon Pinot Noir has lovely aromas of berry, cherry ...",https://www.winemag.com/buying-guide/king-estate-2006-signature-collection-pinot-noir-other/
7510,Torii Mor 2005 Pinot Noir (Willamette Valley),Torii Mor,WILLAMETTE VALLEY,Willamette Valley,2005,89,29,"The black label Torii Mor Pinot is often as good, if not ...",https://www.winemag.com/buying-guide/torii-mor-2005-pinot-noir-willamette-valley/
7511,Firesteed 2002 Pinot Noir (Willamette Valley),Firesteed,WILLAMETTE VALLEY,Willamette Valley,2002,88,29,"Firesteed gives even its modestly-priced mid-tier Pinot extra time in bottle, which ...",https://www.winemag.com/buying-guide/firesteed-2002-pinot-noir-willamette-valley/
7512,Firesteed 2003 Pinot Noir (Willamette Valley),Firesteed,WILLAMETTE VALLEY,Willamette Valley,2003,87,29,"The 2003, though still just 13% alcohol, seems to have more stiffness ...",https://www.winemag.com/buying-guide/firesteed-2003-pinot-noir-willamette-valley/
7513,Cherry Hill 2005 Estate Pinot Noir (Willamette Valley),Cherry Hill,WILLAMETTE VALLEY,Willamette Valley,2005,84,29,"Pungent with aromas of resin, tomato leaf and sour cherry, this thin, ...",https://www.winemag.com/buying-guide/cherry-hill-2005-estate-pinot-noir-willamette-valley/
7514,Domaine Coteau 2005 Reserve Pinot Noir (Eola-Amity Hills),Domaine Coteau,WILLAMETTE VALLEY,Eola-Amity Hills,2005,90,29,"Unfined and unfiltered. this is dark, earthy and richly endowed with scents ...",https://www.winemag.com/buying-guide/domaine-coteau-2005-reserve-pinot-noir-willamette-valley-eola-amity-hills/
7515,Sokol Blosser 2004 Pinot Noir (Dundee Hills),Sokol Blosser,WILLAMETTE VALLEY,Dundee Hills,2004,90,29,"Sokol Blosser's commitment to sustainable, near-biodynamic vineyard practices is yielding clear cut ...",https://www.winemag.com/buying-guide/sokol-blosser-2004-pinot-noir-willamette-valley-dundee-hills/
7516,Anam Cara 2004 Nicholas Estate Pinot Noir (Willamette Valley),Anam Cara,WILLAMETTE VALLEY,Willamette Valley,2004,85,29,Second harvest vines yield a rather light pinot. The color shows some ...,https://www.winemag.com/buying-guide/anam-cara-2004-nicholas-estate-pinot-noir-willamette-valley/
7517,Brandborg 2004 Syrah (Umpqua Valley),Brandborg,SOUTHERN OREGON,Umpqua Valley,2004,86,29,"A tannic, slightly roasted style, with peppery tannins overtaking the tart berry-flavored ...",https://www.winemag.com/buying-guide/brandborg-2004-shiraz-syrah-syrah-southern-umpqua-valley/
7518,Adelsheim 2004 Pinot Noir (Willamette Valley),Adelsheim,WILLAMETTE VALLEY,Willamette Valley,2004,88,29,"Young and bursting with scents of crisp toast, ripe cherries, coffee grounds ...",https://www.winemag.com/buying-guide/adelsheim-2004-pinot-noir-willamette-valley/
7519,Raptor Ridge 2003 Meredith Mitchell Vineyard Pinot Noir (Willamette Valley),Raptor Ridge,WILLAMETTE VALLEY,Willamette Valley,2003,93,29,"Extremely intense, ripe, almost (yet not) hot at 15.1% alcohol. Juicy and ...",https://www.winemag.com/buying-guide/raptor-ridge-2003-meredith-mitchell-vineyard-pinot-noir-willamette-valley/
7520,Raptor Ridge 2003 Stony Mountain Vineyard Pinot Noir (Willamette Valley),Raptor Ridge,WILLAMETTE VALLEY,Willamette Valley,2003,91,29,"Crisp, stony and mineral-infused, this wine shows tremendous definition and balance. It ...",https://www.winemag.com/buying-guide/raptor-ridge-2003-stony-mountain-vineyard-pinot-noir-willamette-valley/
7521,Abacela 2002 Syrah (Oregon),Abacela,OREGON OTHER,Oregon,2002,90,29,"A blend of Umpqua and Applegate valley fruit, this spicy, tannic wine ...",https://www.winemag.com/buying-guide/abacela-2002-shiraz-syrah-syrah-other/
7522,Raptor Ridge 2003 Harbinger Vineyard Pinot Noir (Willamette Valley),Raptor Ridge,WILLAMETTE VALLEY,Willamette Valley,2003,90,29,"Another high-test (15.5%) fruit-bomb from Raptor Ridge, with well-tamed tomato leaf nuances, ...",https://www.winemag.com/buying-guide/raptor-ridge-2003-harbinger-vineyard-pinot-noir-willamette-valley/
7523,Raptor Ridge 2003 Reserve Pinot Noir (Willamette Valley),Raptor Ridge,WILLAMETTE VALLEY,Willamette Valley,2003,90,29,"Big and flat out delicious, this clean, appealing wine sports sweet raspberry ...",https://www.winemag.com/buying-guide/raptor-ridge-2003-reserve-pinot-noir-willamette-valley/
7524,Raptor Ridge 2003 Shea Vineyard Pinot Noir (Willamette Valley),Raptor Ridge,WILLAMETTE VALLEY,Willamette Valley,2003,89,29,"Classic Oregon Pinot, from a premier vineyard. Ripe, round fruit and toasty ...",https://www.winemag.com/buying-guide/raptor-ridge-2003-shea-vineyard-pinot-noir-willamette-valley/
7525,Raptor Ridge 2003 Coeur de Terre Vineyard Pinot Noir (Willamette Valley),Raptor Ridge,WILLAMETTE VALLEY,Willamette Valley,2003,88,29,"More of the big, brawny, superripe house style, this one a tad ...",https://www.winemag.com/buying-guide/raptor-ridge-2003-coeur-terre-vineyard-pinot-noir-willamette-valley/
